Lfd. Nr.;Relevent WP years;FGE;series;Fangort bzw. Strom km;Habitat;Fangdatum;Toetungs-datum;Bearbeitungs-datum;Fangmonat;Fangjahr;Quartal;gear;Masse (g) gemessen;Laenge (cm) gemessen;G/B;Kopf;Neuromast;Auge v (mm);Auge h (mm);Brustfl.  (mm);Fett (%-Fatmeter Eel-1, ggf. korrigiert (aus eel-2?));Fett (%, Eel-2);Fett (%, keine Angabe des Programms) ;Otolithen;Sex;Leber (g);Eingeweide (g);Gonadengewicht (g);Schwimmblase (binär);Gewicht Schwimmblase (g);Galle (binär);Muskel;Hirn;TK;representative ;Bemerkungen;Wissenschaftler/Protokollant;Lagerung;Hälterung;Extra ID (Polen ID, Florian Id);Fett % (Labor);Fett (% hinter Anus);Muskel (binär);Muskelgewicht (g);DNA /Gewebeprobe (binär);Fettbeprobung (binär);Vollbeprobung;Leber Histo #;Blut Nr. ;Length (mm)  corrected;Length (cm) corrected;Length class (1cm);Length class (2cm);Length class (5cm);Length class (10cm);Mass (g) corrected;eye_diam_avg ;S1;SF2;SF3;SF4;SF5;SM2 (6);Stage (s.i.);Y/S nach Durif;Pankhurst ;Y/S nach Pankhurst;GSI;HSI;Age (y);Quality of age reading;PCB  (pg TEQ/g ww);Quecksilber Muskel (µg/kg ww);Quecksilber Leber;Pb Muskel (µg/kg dw) ;Cd Muskel (µg/kg dw);PAHs Pyr/380 (regional);PAHs Pyr/ml (physiologisch);A380;EROD;GST;Pseudodactylogyrus (n gesamt);Anguillicola cr. (n gesamt);Hartmannklasse
4753;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;143.00;43.00;B;p;3;7.2;7.7;21.5;26.5;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;430;43;43;42;40;40;143;7.45;81.86;84.50;86.49;82.69;88.71;93.29;6;sm;10.13757246;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4754;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;102.00;40.00;B;p;3;6.9;7.4;19.8;26.1;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;400;40;40;40;40;40;102;7.15;76.32;77.63;78.56;74.63;80.18;86.90;6;sm;10.0378794;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4755;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;93.40;37.00;B;p;3;6.7;6.9;20.9;26.9;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;370;37;37;36;35;30;93.4;6.8;68.72;68.73;69.36;66.06;71.72;79.76;6;sm;9.815354345;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4756;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;111.00;39.00;T;p;3;6.1;6.6;19.1;25.9;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;1 Otolith zerbrochen, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;390;39;39;38;35;30;111;6.35;68.06;67.76;66.50;60.91;65.26;73.41;6;sm;8.120312165;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4757;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;88.00;38.00;B;p;3;6.6;7.2;18.7;29.9;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;380;38;38;38;35;30;88;6.9;70.93;71.08;71.16;67.31;72.12;80.52;6;sm;9.840212252;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4758;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;118.00;39.00;B;p;3;7.6;7.6;20.4;26.4;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;390;39;39;38;35;30;118;7.6;75.04;76.26;78.53;77.02;82.31;89.55;6;sm;11.63194818;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4759;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;108.00;40.00;B;p;3;7.2;7.7;20.9;26.3;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;400;40;40;40;40;40;108;7.45;78.01;79.79;81.83;79.02;85.12;91.29;6;sm;10.89789039;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4760;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;106.00;39.00;B;p;3;7;7.1;20.1;23;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;390;39;39;38;35;30;106;7.05;73.10;73.86;74.69;71.19;76.52;83.84;6;sm;10.00929544;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4761;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;105.80;39.00;B;p;3;7;7.2;20.3;25.7;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;390;39;39;38;35;30;105.8;7.1;73.52;74.38;75.41;72.06;77.53;84.73;6;sm;10.15177472;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4762;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;89.00;38.00;B;p;3;8.7;8.7;22.3;22;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;380;38;38;38;35;30;89;8.7;83.01;85.90;91.68;93.57;101.05;107.06;6;sm;15.64389131;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4763;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;162.00;46.00;T;n;2;7.5;7.6;21.2;23.9;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;offene Wunde am Schwanz, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;460;46;46;46;45;40;162;7.55;87.44;91.11;93.04;88.13;94.09;97.20;6;sm;9.732534524;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4764;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;185.00;50.00;B;p;2;7.2;7.2;26.9;20.1;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;50;50;50;50;50;185;7.2;96.19;102.14;104.86;97.22;106.65;104.67;5;s;8.143008158;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4765;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;158.00;46.00;B;p;2;7.1;7.3;23.2;19.4;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;460;46;46;46;45;40;158;7.2;87.16;90.97;92.72;86.73;93.90;95.97;6;sm;8.851095824;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4766;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;115.00;40.00;B;p;3;7.2;7.9;20.2;24.1;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;400;40;40;40;40;40;115;7.55;77.38;78.99;81.02;78.66;84.15;90.79;6;sm;11.1924147;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4767;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;128.00;40.00;B;p;3;7.1;7.7;21.6;20.9;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;400;40;40;40;40;40;128;7.4;76.00;77.55;79.66;77.21;83.05;89.27;6;sm;10.75210086;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4768;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;91.00;37.00;T;p;2;6.4;6.7;21.5;19.6;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;370;37;37;36;35;30;91;6.55;67.96;67.87;68.10;64.00;70.01;77.76;6;sm;9.106903974;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4769;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;108.00;41.00;B;n;2;6.2;6.2;18.5;22.7;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410;41;41;40;40;40;108;6.2;72.02;72.36;70.41;63.01;67.54;74.67;6;sm;7.363586683;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4770;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;133.00;43.00;B;p;3;8;8.5;22.2;21;NA;NA;1;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;430;43;43;42;40;40;133;8.25;87.81;91.64;95.88;94.33;101.35;105.13;6;sm;12.4316657;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4771;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;138.00;43.00;B;p;3;7.5;7.9;24.6;25.7;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;430;43;43;42;40;40;138;7.7;85.69;89.38;93.07;90.07;98.17;100.94;6;sm;10.82936212;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4772;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;88.00;36.00;B;p;3;6.5;6.8;21.8;21.6;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;360;36;36;36;35;30;88;6.65;66.61;66.30;66.95;63.72;69.80;77.96;6;sm;9.647852856;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4773;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;124.00;41.00;T;p;2;6.5;7.2;20.5;21.2;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410;41;41;40;40;40;124;6.85;75.13;76.34;76.66;71.75;77.13;83.34;6;sm;8.988498859;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4774;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;103.00;37.00;T;p;2;6.6;6.6;20.1;25.3;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;370;37;37;36;35;30;103;6.6;66.09;65.53;65.38;61.65;66.46;75.17;6;sm;9.246471351;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4775;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;142.00;41.00;T;n;2;6.2;6.2;20.5;21.3;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410;41;41;40;40;40;142;6.2;69.58;69.78;68.45;61.97;66.56;73.32;6;sm;7.363586683;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4776;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;123.00;43.00;B;p;2;6.3;6.4;18.3;20;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;430;43;43;42;40;40;123;6.35;75.95;77.03;75.23;67.41;71.85;78.02;6;sm;7.364934289;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4777;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;75.00;36.00;T;p;2;6.1;6.2;16.1;15.9;NA;NA;1;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;360;36;36;36;35;30;75;6.15;61.74;59.84;57.31;51.95;54.93;65.98;6;sm;8.251589454;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4778;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;216.00;52.00;B;p;2;8;8.5;27.9;20.9;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;520;52;52;52;50;50;216;8.25;104.12;111.78;117.27;112.42;122.22;118.72;5;#WERT!;10.28003125;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4779;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;150.00;45.00;T;p;2;8;8;27.2;20.5;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;450;45;45;44;45;40;150;8;92.49;97.76;102.95;100.05;109.86;110.10;6;sm;11.17010721;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4780;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;178.00;47.00;T;p;2;6.9;7.2;21.6;21.7;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;470;47;47;46;45;40;178;7.05;85.60;89.00;89.72;83.06;88.81;91.51;6;sm;8.305585578;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4781;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;117.00;39.00;B;p;3;7.9;7.9;22.3;23.1;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;390;39;39;38;35;30;117;7.9;77.97;79.96;83.64;83.12;89.65;95.80;6;sm;12.56838446;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4782;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;100.00;41.00;B;p;3;7.7;8.1;23.2;20.7;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410;41;41;40;40;40;100;7.9;85.20;88.56;92.46;90.34;98.44;102.45;6;sm;11.95529253;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4783;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;131.00;40.00;B;p;2;7.2;7.3;22.7;20.8;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;400;40;40;40;40;40;131;7.25;75.52;77.10;79.21;76.43;82.77;88.51;6;sm;10.32062274;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4784;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;146.00;44.00;T;n;2;7;7.1;21.9;NA;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;440;44;44;44;40;40;146;7.05;81.98;84.67;85.74;80.18;86.45;90.33;6;sm;8.871875504;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4785;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;192.00;52.00;T;n;2;7.7;9;28.9;24.3;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;520;52;52;52;50;50;192;8.35;107.88;116.28;122.41;117.34;128.56;124.02;5;s;10.53075451;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4786;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;119.00;42.00;B;p;2;7.7;8.4;24.2;22.5;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;420;42;42;42;40;40;119;8.05;87.02;90.88;95.40;93.62;101.98;105.14;6;sm;12.11803916;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4787;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;114.00;41.00;B;p;2;8;8.2;25.9;27.4;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410;41;41;40;40;40;114;8.1;86.46;90.40;95.70;94.65;103.96;106.77;6;sm;12.56828622;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4788;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;94.00;36.00;B;p;2;7;7.3;20.4;28;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;360;36;36;36;35;30;94;7.15;67.87;67.69;69.08;67.47;72.68;81.56;6;sm;11.15319934;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4789;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;92.00;38.00;T;p;3;5.8;6.3;20.5;21.9;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;380;38;38;38;35;30;92;6.05;66.89;66.46;65.04;58.75;64.22;72.00;6;sm;7.565141125;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4790;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;110.00;39.00;T;p;2;6.5;6.5;20.5;22;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;390;39;39;38;35;30;110;6.5;69.86;70.05;69.65;64.56;69.82;77.17;6;sm;8.508480103;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4791;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;136.00;41.00;B;p;3;7.2;7.4;22.9;20.9;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410;41;41;40;40;40;136;7.3;77.80;79.83;82.07;78.95;85.50;90.56;6;sm;10.20826052;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4792;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;129.00;42.00;B;p;3;6.7;6.7;21;28;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;420;42;42;42;40;40;129;6.7;76.48;78.00;78.05;72.20;77.91;83.34;6;sm;8.39441037;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4793;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;239.00;51.00;B;p;3;7.7;8.2;23.8;22.4;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;510;51;51;50;50;50;239;7.95;95.04;100.62;103.97;99.17;105.46;105.32;5;s;9.73316224;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4794;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;149.00;43.00;B;p;3;7.8;7.8;24.9;24.5;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;430;43;43;42;40;40;149;7.8;85.24;88.92;92.94;90.52;98.47;101.27;6;sm;11.11247076;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4795;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;113.00;40.00;B;p;3;7.2;7.8;19.7;24.4;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;400;40;40;40;40;40;113;7.5;77.01;78.49;80.23;77.64;82.88;89.77;6;sm;11.04466167;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4796;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;187.00;47.00;T;n;2;7.3;7.8;26.7;25.1;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;470;47;47;46;45;40;187;7.55;90.53;95.46;99.16;94.50;103.13;103.18;6;sm;9.525459321;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4797;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;95.00;38.00;T;p;2;6;6;17.9;23.1;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;380;38;38;38;35;30;95;6;64.69;63.57;61.13;54.64;58.46;67.68;6;sm;7.44061418;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4798;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;122.00;40.00;B;p;3;7.9;7.9;20.5;27.7;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;400;40;40;40;40;40;122;7.9;78.75;80.69;83.68;82.57;88.12;94.65;6;sm;12.25417484;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4799;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;192.00;47.00;B;p;3;8.6;8.7;25.9;23.1;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;470;47;47;46;45;40;192;8.65;95.60;101.45;107.60;106.40;114.75;115.00;6;sm;12.5032881;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4800;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;141.00;41.00;B;p;3;7.2;7.7;20.7;28.1;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410;41;41;40;40;40;141;7.45;76.74;78.36;80.20;77.56;82.69;88.96;6;sm;10.63208819;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
